T_1s,subj_id,T_0s,X_i,e_si,TSITau,beta_0,beta_1,n_subj,n_cycles,tau_1,rho,sigma,gammashape,gammascale,rep
-5.339978233132574,18,0,0,-5.234453856444476,20.115546143555527,25.35,0.99,20,10,2.55,0.2,5.54,1.57,0,1
-5.339978233132574,18,0,1,-0.4702451911953345,20.52977657567209,25.35,0.99,20,10,2.55,0.2,5.54,1.57,0,1
-5.339978233132574,18,0,2,1.0615035014755119,17.711547035210366,25.35,0.99,20,10,2.55,0.2,5.54,1.57,0,1
-5.339978233132574,18,0,3,-7.773446278543052,4.526619022059229,25.35,0.99,20,10,2.55,0.2,5.54,1.57,0,1
-5.339978233132574,18,0,4,2.552232053297823,10.50231912076753,25.35,0.99,20,10,2.55,0.2,5.54,1.57,0,1
-5.339978233132574,18,0,5,-0.25172090742765785,3.3483879269094734,25.35,0.99,20,10,2.55,0.2,5.54,1.57,0,1
-5.339978233132574,18,0,6,9.893203350060764,9.143333951265324,25.35,0.99,20,10,2.55,0.2,5.54,1.57,0,1
-5.339978233132574,18,0,7,2.5959961664814877,-2.5038514654465267,25.35,0.99,20,10,2.55,0.2,5.54,1.57,0,1
-5.339978233132574,18,0,8,-1.078819122620575,-10.528644987681163,25.35,0.99,20,10,2.55,0.2,5.54,1.57,0,1
-5.339978233132574,18,0,9,-8.713190227000286,-22.51299432519345,25.35,0.99,20,10,2.55,0.2,5.54,1.57,0,1
-4.451825087632463,8,0,0,-1.7343170650431274,23.615682934956872,25.35,0.99,20,10,2.55,0.2,5.54,1.57,0,1
-4.451825087632463,8,0,1,-0.36756115061288175,21.520613761754657,25.35,0.99,20,10,2.55,0.2,5.54,1.57,0,1
-4.451825087632463,8,0,2,0.20284732682657539,18.62919715156165,25.35,0.99,20,10,2.55,0.2,5.54,1.57,0,1
-4.451825087632463,8,0,3,0.41358932953454103,15.378114066637153,25.35,0.99,20,10,2.55,0.2,5.54,1.57,0,1
-4.451825087632463,8,0,4,-6.734719342534134,4.767980306936015,25.35,0.99,20,10,2.55,0.2,5.54,1.57,0,1
-4.451825087632463,8,0,5,-1.8310187923699293,6.209855769467757,25.35,0.99,20,10,2.55,0.2,5.54,1.57,0,1
-4.451825087632463,8,0,6,2.0334967471478422,6.612546221353062,25.35,0.99,20,10,2.55,0.2,5.54,1.57,0,1
-4.451825087632463,8,0,7,-0.8213492254799009,0.29587516109285716,25.35,0.99,20,10,2.55,0.2,5.54,1.57,0,1
-4.451825087632463,8,0,8,10.978649801940605,8.634049100880901,25.35,0.99,20,10,2.55,0.2,5.54,1.57,0,1
-4.451825087632463,8,0,9,3.678670984436497,-2.1277548042556695,25.35,0.99,20,10,2.55,0.2,5.54,1.57,0,1
