T_1s,subj_id,T_0s,X_i,e_si,TSITau,beta_0,beta_1,n_subj,n_cycles,tau_1,rho,sigma,gammashape,gammascale,rep
-5.339978233132574,18,11.44087280212549,0,3.281836146708067,40.07270894883356,25.35,0.1,20,10,2.55,0.2,5.54,1.57,12.5,1
-5.339978233132574,18,11.44087280212549,1,12.517153349871204,44.068047918864124,25.35,0.1,20,10,2.55,0.2,5.54,1.57,12.5,1
-5.339978233132574,18,11.44087280212549,2,5.530181940729716,31.841098276590056,25.35,0.1,20,10,2.55,0.2,5.54,1.57,12.5,1
-5.339978233132574,18,11.44087280212549,3,3.0856693224172966,24.156607425145065,25.35,0.1,20,10,2.55,0.2,5.54,1.57,12.5,1
-5.339978233132574,18,11.44087280212549,4,-2.0798503152875876,13.751109554307607,25.35,0.1,20,10,2.55,0.2,5.54,1.57,12.5,1
-5.339978233132574,18,11.44087280212549,5,0.5595702436934994,11.150551880156119,25.35,0.1,20,10,2.55,0.2,5.54,1.57,12.5,1
-5.339978233132574,18,11.44087280212549,6,-2.5258109120498693,2.825192491280178,25.35,0.1,20,10,2.55,0.2,5.54,1.57,12.5,1
-5.339978233132574,18,11.44087280212549,7,-0.5100635959751428,-0.399038425777671,25.35,0.1,20,10,2.55,0.2,5.54,1.57,12.5,1
-5.339978233132574,18,11.44087280212549,8,-8.469202145331726,-13.59815520826683,25.35,0.1,20,10,2.55,0.2,5.54,1.57,12.5,1
-5.339978233132574,18,11.44087280212549,9,-2.2518327301133616,-12.62076402618104,25.35,0.1,20,10,2.55,0.2,5.54,1.57,12.5,1
-4.451825087632463,8,66.19158144268758,0,-5.272672872013695,86.26890857067387,25.35,0.1,20,10,2.55,0.2,5.54,1.57,12.5,1
-4.451825087632463,8,66.19158144268758,1,6.5002521086699865,93.69000846372509,25.35,0.1,20,10,2.55,0.2,5.54,1.57,12.5,1
-4.451825087632463,8,66.19158144268758,2,5.8120715634037365,88.65000283082638,25.35,0.1,20,10,2.55,0.2,5.54,1.57,12.5,1
-4.451825087632463,8,66.19158144268758,3,-0.5000232368363278,77.98608294295386,25.35,0.1,20,10,2.55,0.2,5.54,1.57,12.5,1
-4.451825087632463,8,66.19158144268758,4,8.295783381809123,82.43006447396684,25.35,0.1,20,10,2.55,0.2,5.54,1.57,12.5,1
-4.451825087632463,8,66.19158144268758,5,5.604968912445815,75.38742491697107,25.35,0.1,20,10,2.55,0.2,5.54,1.57,12.5,1
-4.451825087632463,8,66.19158144268758,6,0.8487618035137046,66.2793927204065,25.35,0.1,20,10,2.55,0.2,5.54,1.57,12.5,1
-4.451825087632463,8,66.19158144268758,7,4.01570205828307,65.0945078875434,25.35,0.1,20,10,2.55,0.2,5.54,1.57,12.5,1
-4.451825087632463,8,66.19158144268758,8,-7.994431799423272,48.73254894220459,25.35,0.1,20,10,2.55,0.2,5.54,1.57,12.5,1
-4.451825087632463,8,66.19158144268758,9,-16.928086890387537,35.44706876360786,25.35,0.1,20,10,2.55,0.2,5.54,1.57,12.5,1
-2.6399337134768674,5,0.29394681540773604,0,9.638921233477141,35.28286804888488,25.35,0.1,20,10,2.55,0.2,5.54,1.57,12.5,1
-2.6399337134768674,5,0.29394681540773604,1,-8.718027900495521,14.38598520143535,25.35,0.1,20,10,2.55,0.2,5.54,1.57,12.5,1
-2.6399337134768674,5,0.29394681540773604,2,-1.5645002978177864,18.999579090636217,25.35,0.1,20,10,2.55,0.2,5.54,1.57,12.5,1
-2.6399337134768674,5,0.29394681540773604,3,5.024031540416995,23.04817721539413,25.35,0.1,20,10,2.55,0.2,5.54,1.57,12.5,1
-2.6399337134768674,5,0.29394681540773604,4,-0.6349423154750843,14.849269646025183,25.35,0.1,20,10,2.55,0.2,5.54,1.57,12.5,1
-2.6399337134768674,5,0.29394681540773604,5,1.369362621655946,14.313640869679347,25.35,0.1,20,10,2.55,0.2,5.54,1.57,12.5,1
-2.6399337134768674,5,0.29394681540773604,6,-7.330269473219222,3.074075061327311,25.35,0.1,20,10,2.55,0.2,5.54,1.57,12.5,1
-2.6399337134768674,5,0.29394681540773604,7,-9.196592484321236,-1.3321816632515713,25.35,0.1,20,10,2.55,0.2,5.54,1.57,12.5,1
-2.6399337134768674,5,0.29394681540773604,8,-2.5490507128092545,2.775426394783544,25.35,0.1,20,10,2.55,0.2,5.54,1.57,12.5,1
-2.6399337134768674,5,0.29394681540773604,9,-5.014792063052072,-2.23024866893614,25.35,0.1,20,10,2.55,0.2,5.54,1.57,12.5,1
-2.6128931104750106,15,-3.0448601535327597,0,-2.7945234460689306,19.510616400398312,25.35,0.1,20,10,2.55,0.2,5.54,1.57,12.5,1
-2.6128931104750106,15,-3.0448601535327597,1,0.6009178941604507,20.39316463015268,25.35,0.1,20,10,2.55,0.2,5.54,1.57,12.5,1
-2.6128931104750106,15,-3.0448601535327597,2,-14.126028805134059,3.153324820383162,25.35,0.1,20,10,2.55,0.2,5.54,1.57,12.5,1
-2.6128931104750106,15,-3.0448601535327597,3,0.9090170991197137,15.675477614161924,25.35,0.1,20,10,2.55,0.2,5.54,1.57,12.5,1
-2.6128931104750106,15,-3.0448601535327597,4,-0.5340492723123687,11.71951813225483,25.35,0.1,20,10,2.55,0.2,5.54,1.57,12.5,1
-2.6128931104750106,15,-3.0448601535327597,5,-1.840780370855483,7.899893923236706,25.35,0.1,20,10,2.55,0.2,5.54,1.57,12.5,1
-2.6128931104750106,15,-3.0448601535327597,6,4.740940290397255,11.968721474014433,25.35,0.1,20,10,2.55,0.2,5.54,1.57,12.5,1
-2.6128931104750106,15,-3.0448601535327597,7,0.7283608379299572,5.443248911072127,25.35,0.1,20,10,2.55,0.2,5.54,1.57,12.5,1
-2.6128931104750106,15,-3.0448601535327597,8,-5.458889757264955,-3.2568947945977973,25.35,0.1,20,10,2.55,0.2,5.54,1.57,12.5,1
-2.6128931104750106,15,-3.0448601535327597,9,8.567874434749392,8.256976286941537,25.35,0.1,20,10,2.55,0.2,5.54,1.57,12.5,1
-1.8671991705342705,7,-5.955730633180288,0,8.177904371930952,27.572173738750664,25.35,0.1,20,10,2.55,0.2,5.54,1.57,12.5,1
-1.8671991705342705,7,-5.955730633180288,1,1.199233523876501,18.826303720161945,25.35,0.1,20,10,2.55,0.2,5.54,1.57,12.5,1
-1.8671991705342705,7,-5.955730633180288,2,3.4386165877350385,19.29848761348621,25.35,0.1,20,10,2.55,0.2,5.54,1.57,12.5,1
-1.8671991705342705,7,-5.955730633180288,3,3.255001305978737,17.34767316119564,25.35,0.1,20,10,2.55,0.2,5.54,1.57,12.5,1
-1.8671991705342705,7,-5.955730633180288,4,0.6559148274008205,12.981387512083453,25.35,0.1,20,10,2.55,0.2,5.54,1.57,12.5,1
-1.8671991705342705,7,-5.955730633180288,5,4.442186307398925,15.000459821547286,25.35,0.1,20,10,2.55,0.2,5.54,1.57,12.5,1
-1.8671991705342705,7,-5.955730633180288,6,-3.3919654596651636,5.399108883948928,25.35,0.1,20,10,2.55,0.2,5.54,1.57,12.5,1
-1.8671991705342705,7,-5.955730633180288,7,-5.069687751422216,1.954187421657605,25.35,0.1,20,10,2.55,0.2,5.54,1.57,12.5,1
-1.8671991705342705,7,-5.955730633180288,8,3.7076051011628484,8.964281103708398,25.35,0.1,20,10,2.55,0.2,5.54,1.57,12.5,1
-1.8671991705342705,7,-5.955730633180288,9,0.2573762865367178,3.746853118547997,25.35,0.1,20,10,2.55,0.2,5.54,1.57,12.5,1
-1.5019235564203237,9,23.687734878781058,0,-3.767649659905405,45.27008521887566,25.35,0.1,20,10,2.55,0.2,5.54,1.57,12.5,1
-1.5019235564203237,9,23.687734878781058,1,-3.7078866523754117,43.92792466998532,25.35,0.1,20,10,2.55,0.2,5.54,1.57,12.5,1
-1.5019235564203237,9,23.687734878781058,2,4.0313272708614445,50.265215036801855,25.35,0.1,20,10,2.55,0.2,5.54,1.57,12.5,1
-1.5019235564203237,9,23.687734878781058,3,-3.4285673907901955,41.403396818729895,25.35,0.1,20,10,2.55,0.2,5.54,1.57,12.5,1
-1.5019235564203237,9,23.687734878781058,4,-8.57749195797585,34.852548695123915,25.35,0.1,20,10,2.55,0.2,5.54,1.57,12.5,1
-1.5019235564203237,9,23.687734878781058,5,-4.437628379650108,37.59048871702933,25.35,0.1,20,10,2.55,0.2,5.54,1.57,12.5,1
-1.5019235564203237,9,23.687734878781058,6,5.7135026623659115,46.33969620262503,25.35,0.1,20,10,2.55,0.2,5.54,1.57,12.5,1
-1.5019235564203237,9,23.687734878781058,7,-8.260202047640941,30.964067936197853,25.35,0.1,20,10,2.55,0.2,5.54,1.57,12.5,1
-1.5019235564203237,9,23.687734878781058,8,-7.960282728334823,29.86206369908364,25.35,0.1,20,10,2.55,0.2,5.54,1.57,12.5,1
-1.5019235564203237,9,23.687734878781058,9,-11.38667455591155,25.033748315086594,25.35,0.1,20,10,2.55,0.2,5.54,1.57,12.5,1
-0.699234088625192,2,28.537407778080052,0,-2.448543613806018,51.43886416427404,25.35,0.1,20,10,2.55,0.2,5.54,1.57,12.5,1
-0.699234088625192,2,28.537407778080052,1,-10.464987608641188,42.82318608081367,25.35,0.1,20,10,2.55,0.2,5.54,1.57,12.5,1
-0.699234088625192,2,28.537407778080052,2,10.314615629216288,63.00355523004596,25.35,0.1,20,10,2.55,0.2,5.54,1.57,12.5,1
-0.699234088625192,2,28.537407778080052,3,-4.746319897014453,47.34338561519002,25.35,0.1,20,10,2.55,0.2,5.54,1.57,12.5,1
-0.699234088625192,2,28.537407778080052,4,5.110100397912209,56.6005718214915,25.35,0.1,20,10,2.55,0.2,5.54,1.57,12.5,1
-0.699234088625192,2,28.537407778080052,5,9.769943748846211,60.6611810838003,25.35,0.1,20,10,2.55,0.2,5.54,1.57,12.5,1
-0.699234088625192,2,28.537407778080052,6,-0.3757935478059702,49.916209698522934,25.35,0.1,20,10,2.55,0.2,5.54,1.57,12.5,1
-0.699234088625192,2,28.537407778080052,7,-0.43379686354361424,49.258972294160095,25.35,0.1,20,10,2.55,0.2,5.54,1.57,12.5,1
-0.699234088625192,2,28.537407778080052,8,5.101121033674172,54.19465610275269,25.35,0.1,20,10,2.55,0.2,5.54,1.57,12.5,1
-0.699234088625192,2,28.537407778080052,9,2.8475263662002126,51.34182734665354,25.35,0.1,20,10,2.55,0.2,5.54,1.57,12.5,1
-0.47025731642312296,6,39.641108524686906,0,5.920772690342815,70.91188121502972,25.35,0.1,20,10,2.55,0.2,5.54,1.57,12.5,1
-0.47025731642312296,6,39.641108524686906,1,-8.116155329412974,56.50469587885081,25.35,0.1,20,10,2.55,0.2,5.54,1.57,12.5,1
-0.47025731642312296,6,39.641108524686906,2,-0.07174345012489064,64.17885044171578,25.35,0.1,20,10,2.55,0.2,5.54,1.57,12.5,1
-0.47025731642312296,6,39.641108524686906,3,5.194654612554364,69.0749911879719,25.35,0.1,20,10,2.55,0.2,5.54,1.57,12.5,1
-0.47025731642312296,6,39.641108524686906,4,12.692002892615278,76.20208215160969,25.35,0.1,20,10,2.55,0.2,5.54,1.57,12.5,1
-0.47025731642312296,6,39.641108524686906,5,6.779012345977394,69.9188342885487,25.35,0.1,20,10,2.55,0.2,5.54,1.57,12.5,1
